#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
78,424,3778.894876,228,1,0,0
168,521,3783.903326,318,2,0,0
180,477,3788.790406,330,3,0,0
90,1181,3799.594245,240,1,0,0
134,204,3801.483999,284,2,0,0
130,404,3805.772286,280,2,0,0
110,925,3814.617787,260,2,0,0
234,312,3817.585138,384,4,0,0
115,390,3821.447291,265,2,0,0
67,667,3828.23307,217,1,0,0
88,201,3830.045724,238,3,0,0
248,316,3833.462669,398,4,0,0
9,253,3836.022496,159,3,0,0
141,1024,3845.685703,291,2,0,0
91,638,3851.67366,241,1,0,0
138,940,3860.184014,288,1,0,0
187,389,3864.004769,337,2,0,0
185,368,3867.862563,335,4,0,0
91,2581,3891.103853,241,1,0,0
89,502,3896.089162,239,3,0,0
191,1320,3908.058933,341,1,0,0
73,326,3911.408854,223,2,0,0
76,2582,3934.619765,226,1,0,0
96,662,3940.951863,246,2,0,0
76,2614,3965.019298,226,1,0,0
31,257,3967.635735,181,2,0,0
140,848,3975.764465,290,1,0,0
114,805,3983.193563,264,1,0,0
71,469,3988.177547,221,2,0,0
128,483,3992.996099,278,2,0,0
96,249,3995.439934,246,3,0,0
79,239,3997.890735,229,3,0,0
127,429,4002.056098,277,4,0,0
53,324,4005.391652,203,2,0,0
266,1011,4014.849511,416,3,0,0
73,711,4021.893108,223,2,0,0
121,1036,4031.659505,271,2,0,0
166,815,4039.422336,316,3,0,0
89,1008,4048.683155,239,1,0,0
157,286,4051.840816,307,4,0,0
127,466,4056.034995,277,2,0,0
209,295,4058.951426,359,4,0,0
96,242,4061.369602,246,3,0,0
134,427,4065.781911,284,3,0,0
141,1486,4079.751857,291,1,0,0
138,791,4087.280762,288,1,0,0
-62,97,4088.040456,88,4,0,0
78,676,4094.539556,228,1,0,0
88,709,4101.241029,238,2,0,0
162,580,4106.789936,312,2,0,0
160,320,4109.949851,310,4,0,0
176,160,4111.5589,326,4,0,0
72,1337,4124.048502,222,1,0,0
72,396,4127.762413,222,1,0,0
113,388,4131.579272,263,3,0,0
131,2103,4150.589457,281,1,0,0
188,601,4156.070584,338,1,0,0
163,368,4159.795532,313,4,0,0
137,480,4164.341898,287,1,0,0
87,2004,4182.18916,237,1,0,0
87,282,4185.170491,237,2,0,0
124,160,4186.823615,274,4,0,0
69,1018,4196.525026,219,2,0,0
98,466,4200.931367,248,4,0,0
138,245,4203.476389,288,3,0,0
78,200,4205.716205,228,3,0,0
63,178,4207.452175,213,4,0,0
82,276,4210.032737,232,3,0,0
118,347,4213.537921,268,2,0,0
136,1011,4222.91922,286,1,0,0
129,1501,4236.71907,279,1,0,0
114,546,4242.032,264,4,0,0
67,497,4246.988309,217,1,0,0
282,967,4255.944268,432,4,0,0
111,472,4260.583015,261,4,0,0
207,356,4264.198164,357,4,0,0
78,220,4266.437554,228,4,0,0
224,363,4269.548742,374,2,0,0
222,316,4272.831306,372,4,0,0
115,740,4279.878263,265,3,0,0
87,370,4283.393181,237,1,0,0
82,367,4286.483653,232,1,0,0
137,251,4289.053198,287,4,0,0
209,515,4293.988968,359,3,0,0
79,567,4299.314075,229,3,0,0
119,560,4304.388033,269,2,0,0
141,784,4311.209255,291,1,0,0
666,627,4317.259465,766,2,1,0
185,913,4325.283195,335,1,0,0
28,230,4327.697873,178,4,0,0
189,899,4335.562445,339,1,0,0
730,559,4340.989749,830,2,1,0
123,436,4344.873002,273,3,0,0
128,362,4348.325882,278,4,0,0
669,611,4353.590065,769,1,1,0
167,336,4356.598411,317,2,0,0
190,1092,4366.489824,340,2,0,0
187,305,4369.444499,337,4,0,0
198,380,4373.24565,348,4,0,0
131,533,4378.143773,281,2,0,0
647,721,4384.695745,697,1,1,0
84,562,4389.541512,234,1,0,0
272,538,4394.698956,422,2,0,0
133,311,4397.660554,283,4,0,0
69,353,4401.045431,219,3,0,0
5,376,4404.712133,155,2,0,0
65,175,4406.243451,215,4,0,0
141,478,4410.984427,291,2,0,0
103,258,4413.363272,253,2,0,0
28,236,4415.774925,178,3,0,0
115,442,4419.945956,265,4,0,0
143,215,4422.063062,293,3,0,0
108,311,4424.984466,258,4,0,0
225,462,4429.424384,375,2,0,0
122,391,4432.981898,272,2,0,0
29,214,4434.995525,179,2,0,0
65,522,4439.616298,215,1,0,0
104,530,4444.556447,254,3,0,0
182,1848,4460.806667,332,2,0,0
8,233,4463.247711,158,4,0,0
185,333,4466.455978,335,2,0,0
41,560,4471.399036,191,2,0,0
132,762,4477.544891,282,1,0,0
97,385,4481.307831,247,3,0,0
123,194,4483.043122,273,3,0,0
170,540,4488.560929,320,1,0,0
107,290,4491.404127,257,4,0,0
85,1557,4505.504184,235,1,0,0
88,293,4508.357769,238,4,0,0
61,542,4513.996759,211,4,0,0
74,457,4518.06064,224,1,0,0
600,956,4526.773103,650,1,1,0
60,297,4529.575148,210,2,0,0
141,2011,4547.923436,291,1,0,0
85,249,4550.425419,235,3,0,0
182,915,4559.033068,332,1,0,0
133,531,4564.062635,283,2,0,0
221,332,4567.507997,371,3,0,0
628,815,4574.774176,728,1,1,0
144,256,4577.484956,294,3,0,0
266,227,4579.876232,416,4,0,0
281,1424,4593.294199,431,3,0,0
187,1850,4610.565794,337,2,0,0
51,198,4612.808847,201,2,0,0
95,288,4615.557974,245,4,0,0
117,392,4619.510274,267,4,0,0
130,493,4624.367871,280,2,0,0
90,347,4627.928861,240,4,0,0
81,268,4630.632618,231,4,0,0
87,413,4634.445651,237,2,0,0
148,278,4637.22294,298,3,0,0
172,346,4640.69327,322,2,0,0
67,1953,4658.287249,217,1,0,0
171,437,4662.755683,321,2,0,0
143,311,4665.826834,293,3,0,0
78,303,4668.756808,228,4,0,0
155,585,4674.667004,305,4,0,0
158,368,4678.209758,308,2,0,0
97,326,4681.235084,247,3,0,0
86,689,4688.01018,236,1,0,0
47,266,4690.680085,197,3,0,0
90,1371,4703.097576,240,1,0,0
89,1043,4712.915344,239,1,0,0
84,250,4715.517483,234,4,0,0
62,512,4720.558384,212,2,0,0
91,1197,4731.587493,241,1,0,0
76,348,4735.185335,226,3,0,0
61,175,4736.851993,211,3,0,0
80,799,4744.408158,230,2,0,0
137,943,4753.580274,287,3,0,0
805,434,4757.599105,855,1,1,0
99,180,4759.341224,249,4,0,0
639,510,4764.324365,739,2,1,0
138,576,4770.068102,288,2,0,0
163,528,4775.136011,313,3,0,0
8,240,4777.602392,158,3,0,0
138,560,4782.734712,288,1,0,0
183,467,4787.399651,333,1,0,0
85,430,4791.519676,235,2,0,0
221,413,4795.925904,371,3,0,0
136,588,4801.178703,286,2,0,0
164,367,4804.869176,314,3,0,0
132,522,4809.659815,282,1,0,0
113,836,4817.895002,263,2,0,0
64,773,4825.183007,214,2,0,0
108,731,4832.061198,258,2,0,0
137,1984,4850.64994,287,1,0,0
61,684,4857.000621,211,2,0,0
120,512,4862.053087,270,2,0,0
110,307,4865.274118,260,2,0,0
57,626,4870.949911,207,1,0,0
119,706,4877.947818,269,2,0,0
217,885,4886.881372,367,3,0,0
81,489,4891.524037,231,1,0,0
79,465,4895.581712,229,1,0,0
66,440,4899.989481,216,4,0,0
181,470,4904.378257,331,4,0,0
254,437,4909.066698,404,4,0,0
130,600,4914.690603,280,1,0,0
89,248,4917.274561,239,4,0,0
123,554,4922.49723,273,2,0,0
164,314,4925.53603,314,4,0,0
134,590,4931.277546,284,2,0,0
136,399,4935.31979,286,4,0,0
111,405,4939.45085,261,4,0,0
91,394,4943.109013,241,1,0,0
214,368,4946.836263,364,4,0,0
443,1742,4962.841176,493,1,1,0
265,301,4965.705129,415,4,0,0
814,637,4971.934583,814,3,1,0
91,853,4979.869341,241,1,0,0
135,652,4986.008106,285,1,0,0
91,521,4990.789897,241,1,0,0
158,367,4994.573555,308,4,0,0
91,653,5000.657839,241,1,0,0
89,804,5008.133332,239,1,0,0
71,294,5010.785379,221,2,0,0
174,358,5014.306375,324,1,0,0
181,1457,5027.648849,331,1,0,0
139,486,5031.967175,289,1,0,0
163,435,5036.532911,313,3,0,0
182,465,5040.855424,332,2,0,0
136,1038,5051.482851,286,2,0,0
83,831,5059.297376,233,3,0,0
141,1799,5075.543013,291,1,0,0
37,161,5077.103273,187,3,0,0
92,343,5080.594037,242,2,0,0
102,583,5086.322027,252,3,0,0
90,1468,5099.55776,240,1,0,0
135,1341,5112.580902,285,2,0,0
171,761,5119.766273,321,1,0,0
120,296,5123.179394,270,4,0,0
89,676,5129.518255,239,1,0,0
122,573,5135.112209,272,1,0,0
211,374,5138.613286,361,3,0,0
42,264,5141.669455,192,2,0,0
135,268,5144.284434,285,2,0,0
124,510,5149.362067,274,2,0,0
113,302,5152.356289,263,4,0,0
128,538,5157.545167,278,2,0,0
181,318,5160.877068,331,3,0,0
133,219,5162.798736,283,3,0,0
72,330,5166.110785,222,2,0,0
87,1092,5176.154728,237,1,0,0
136,349,5179.553638,286,1,0,0
113,320,5182.915284,263,3,0,0
131,529,5188.1295,281,2,0,0
113,416,5192.073616,263,2,0,0
121,515,5196.990644,271,2,0,0
19,297,5199.752958,169,1,0,0
132,777,5207.700114,282,2,0,0
136,860,5215.782722,286,3,0,0
186,712,5222.749046,336,2,0,0
138,641,5228.901864,288,2,0,0
113,278,5231.349432,263,2,0,0
91,1258,5242.973901,241,1,0,0
56,571,5248.479322,206,4,0,0
104,453,5253.013561,254,2,0,0
33,409,5257.047086,183,4,0,0
86,663,5263.360042,236,1,0,0
171,1036,5273.290041,321,2,0,0
87,672,5279.948081,237,2,0,0
188,809,5287.553082,338,2,0,0
180,505,5292.48827,330,2,0,0
184,632,5298.479769,334,2,0,0
59,266,5301.181042,209,3,0,0
105,548,5306.332958,255,2,0,0
141,1858,5323.513288,291,1,0,0
156,406,5327.333113,306,3,0,0
133,463,5331.596485,283,3,0,0
149,389,5335.401417,299,4,0,0
119,351,5338.984473,269,4,0,0
723,592,5344.681057,773,1,1,0
124,192,5346.40485,274,3,0,0
158,269,5349.022954,308,3,0,0
137,531,5354.508793,287,4,0,0
214,307,5357.392602,364,2,0,0
197,506,5362.570994,347,4,0,0
121,435,5366.545834,271,1,0,0
132,648,5372.885866,282,2,0,0
154,564,5378.396647,304,3,0,0
129,504,5383.429626,279,3,0,0
228,310,5386.27288,378,3,0,0
160,385,5390.008062,310,2,0,0
91,2866,5416.195594,241,1,0,0
54,202,5418.111533,204,4,0,0
113,300,5420.908047,263,3,0,0
105,287,5424.220869,255,4,0,0
114,450,5428.436577,264,3,0,0
83,2894,5456.048913,233,1,0,0
137,683,5462.360788,287,2,0,0
89,1361,5474.618314,239,1,0,0
115,391,5478.391726,265,2,0,0
72,2464,5500.986336,222,1,0,0
127,434,5504.91236,277,2,0,0
187,529,5510.279629,337,2,0,0
97,535,5515.629038,247,4,0,0
87,261,5518.353209,237,4,0,0
84,541,5523.443975,234,2,0,0
289,245,5525.998274,439,3,0,0
133,755,5533.487365,283,3,0,0
127,607,5539.383948,277,3,0,0
48,200,5541.328653,198,4,0,0
124,240,5543.697064,274,3,0,0
131,1687,5559.307277,281,1,0,0
131,391,5563.111418,281,3,0,0
137,827,5571.455765,287,2,0,0
124,294,5574.270102,274,3,0,0
275,446,5578.850281,425,3,0,0
64,458,5583.215173,214,3,0,0
196,427,5587.519855,346,3,0,0
171,430,5592.034782,321,3,0,0
115,593,5597.681431,265,2,0,0
118,313,5600.956128,268,3,0,0
138,1200,5612.170704,288,2,0,0
121,650,5618.383556,271,2,0,0
188,329,5621.931031,338,4,0,0
67,615,5627.968811,217,2,0,0
187,701,5634.390964,337,2,0,0
79,497,5639.211974,229,2,0,0
179,372,5642.817066,329,2,0,0
217,437,5646.948519,367,3,0,0
141,815,5654.735141,291,2,0,0
228,439,5658.868718,378,3,0,0
45,214,5661.16766,195,3,0,0
141,1785,5677.024022,291,1,0,0
182,482,5681.685254,332,3,0,0
133,1515,5695.490738,283,2,0,0
113,273,5698.433109,263,2,0,0
223,317,5701.309012,373,2,0,0
63,488,5706.063713,213,2,0,0
136,288,5709.005761,286,4,0,0
128,411,5712.829728,278,2,0,0
87,976,5722.29574,237,2,0,0
181,698,5728.881945,331,3,0,0
263,322,5732.279163,413,4,0,0
133,460,5736.661288,283,3,0,0
137,1872,5754.355757,287,1,0,0
98,360,5758.124112,248,2,0,0
95,492,5763.129681,245,3,0,0
126,357,5766.693627,276,3,0,0
136,816,5774.3628,286,3,0,0
140,1409,5786.98933,290,1,0,0
187,565,5792.234637,337,2,0,0
90,1162,5802.530755,240,1,0,0
163,373,5806.338294,313,3,0,0
190,707,5812.960123,340,1,0,0
184,1126,5823.570852,334,1,0,0
245,316,5826.593185,395,4,0,0
483,1542,5840.602591,533,1,1,0
126,526,5845.852528,276,4,0,0
405,1930,5864.009634,505,1,1,0
86,1047,5874.120212,236,1,0,0
103,305,5877.203928,253,4,0,0
180,842,5885.177821,330,1,0,0
137,454,5889.677255,287,3,0,0
46,341,5893.20166,196,4,0,0
55,305,5896.22016,205,2,0,0
186,576,5901.864275,336,2,0,0
111,291,5904.634087,261,2,0,0
66,302,5907.407376,216,3,0,0
91,2407,5929.330847,241,1,0,0
148,225,5931.791496,298,4,0,0
135,871,5939.822396,285,1,0,0
137,1076,5949.42434,287,1,0,0
230,463,5954.142897,380,4,0,0
252,341,5957.474702,402,4,0,0
227,509,5962.455485,377,3,0,0
170,411,5966.5155,320,3,0,0
168,343,5969.9766,318,2,0,0
190,861,5978.32148,340,2,0,0
47,433,5982.633149,197,3,0,0
86,340,5986.272305,236,2,0,0
241,870,5994.462504,391,2,0,0
161,269,5997.143389,311,3,0,0
18,317,6000.317961,168,4,0,0
40,244,6002.844928,190,2,0,0
137,373,6006.672028,287,4,0,0
174,624,6012.86866,324,4,0,0
149,293,6015.714055,299,4,0,0
90,628,6021.622855,240,1,0,0
244,359,6025.250974,394,3,0,0
91,294,6028.100533,241,4,0,0
82,447,6032.616716,232,4,0,0
197,266,6035.245073,347,3,0,0
90,862,6043.257274,240,1,0,0
81,319,6046.261206,231,4,0,0
229,433,6050.416913,379,2,0,0
625,580,6055.969177,725,1,1,0
213,486,6060.757443,363,3,0,0
91,1579,6074.884869,241,1,0,0
232,563,6080.491971,382,2,0,0
138,692,6086.676204,288,1,0,0
83,1253,6098.1638,233,1,0,0
117,358,6101.473613,267,1,0,0
71,494,6105.7322,221,2,0,0
69,541,6111.012438,219,1,0,0
178,357,6114.189273,328,4,0,0
93,215,6116.397823,243,3,0,0
205,397,6120.32549,355,4,0,0
636,776,6127.728007,686,1,1,0
235,674,6134.385775,385,4,0,0
166,245,6136.919238,316,3,0,0
540,1008,6146.470779,640,1,1,0
105,232,6148.911678,255,4,0,0
271,372,6152.744615,421,4,0,0
177,319,6155.856861,327,4,0,0
82,576,6161.40334,232,1,0,0
141,1309,6173.400552,291,1,0,0
90,1650,6188.959231,240,1,0,0
186,530,6194.118992,336,3,0,0
85,746,6201.10573,235,1,0,0
165,389,6204.914176,315,3,0,0
206,253,6207.516619,356,4,0,0
140,768,6214.443528,290,1,0,0
3,193,6216.578577,153,4,0,0
88,831,6224.056731,238,1,0,0
180,479,6228.996492,330,2,0,0
184,685,6235.459207,334,2,0,0
190,1816,6252.003362,340,1,0,0
150,311,6255.515613,300,4,0,0
163,439,6259.80793,313,4,0,0
43,609,6265.902571,193,3,0,0
66,276,6268.660808,216,3,0,0
173,640,6274.751345,323,2,0,0
62,420,6278.836052,212,3,0,0
58,456,6283.56365,208,2,0,0
69,400,6287.297722,219,2,0,0
133,557,6292.547018,283,2,0,0
45,220,6294.883655,195,4,0,0
78,409,6298.901608,228,2,0,0
58,1398,6312.084508,208,2,0,0
624,835,6319.829685,674,1,1,0
67,502,6324.787876,217,3,0,0
75,451,6328.851866,225,1,0,0
133,286,6332.086838,283,4,0,0
68,328,6335.127215,218,4,0,0
182,1020,6344.607502,332,1,0,0
289,549,6349.754146,439,2,0,0
597,974,6359.008647,697,1,1,0
124,646,6365.355433,274,2,0,0
91,1642,6380.094224,241,1,0,0
136,2171,6400.101054,286,1,0,0
183,693,6406.670883,333,2,0,0
141,2241,6427.345563,291,1,0,0
191,1313,6439.346059,341,1,0,0
188,1044,6449.044154,338,1,0,0
85,646,6455.005244,235,1,0,0
91,497,6459.988109,241,3,0,0
126,1027,6469.600039,276,1,0,0
156,406,6473.625474,306,3,0,0
674,839,6481.645789,724,1,1,0
189,607,6487.71815,339,3,0,0
113,438,6491.869085,263,2,0,0
59,255,6494.37745,209,2,0,0
82,517,6499.374497,232,2,0,0
79,585,6505.514663,229,4,0,0
199,217,6507.406245,349,3,0,0
189,1012,6516.964112,339,2,0,0
174,457,6521.850049,324,4,0,0
91,1447,6535.363056,241,2,0,0
444,1488,6549.138729,544,1,1,0
189,934,6557.91885,339,3,0,0
186,220,6560.295411,336,3,0,0
432,1797,6576.565273,532,1,1,0
139,1539,6591.339728,289,1,0,0
236,544,6596.249801,386,2,0,0
143,298,6599.197087,293,2,0,0
77,215,6601.452221,227,3,0,0
183,316,6604.471809,333,4,0,0
-38,123,6605.757343,112,4,0,0
94,282,6608.826558,244,4,0,0
88,290,6611.681908,238,3,0,0
134,543,6616.826026,284,3,0,0
40,281,6619.677062,190,4,0,0
89,832,6627.730425,239,1,0,0
661,902,6635.800115,711,1,1,0
150,409,6639.719689,300,3,0,0
280,475,6644.617389,430,4,0,0
618,869,6652.586404,668,1,1,0
250,308,6655.518344,400,4,0,0
136,507,6660.561953,286,3,0,0
91,855,6668.591098,241,1,0,0
140,853,6676.179672,290,1,0,0
702,447,6680.767651,802,2,1,0
210,332,6683.849514,360,4,0,0
726,825,6691.678245,776,1,1,0
139,522,6696.440572,289,1,0,0
134,503,6701.34547,284,2,0,0
135,410,6705.225745,285,3,0,0
773,342,6708.630983,823,2,1,0
168,290,6711.450143,318,3,0,0
91,446,6715.384848,241,1,0,0
48,144,6717.098955,198,4,0,0
190,199,6718.983361,340,3,0,0
59,391,6722.748545,209,2,0,0
133,422,6726.74824,283,3,0,0
629,810,6734.363119,679,1,1,0
231,530,6739.536894,381,3,0,0
201,266,6742.219581,351,4,0,0
139,866,6750.748465,289,2,0,0
138,608,6756.787725,288,3,0,0
91,1118,6766.763182,241,1,0,0
89,644,6772.736425,239,2,0,0
110,319,6776.044313,260,4,0,0
142,272,6778.814483,292,3,0,0
187,785,6786.165137,337,2,0,0
649,461,6790.81765,749,3,1,0
126,929,6799.629891,276,2,0,0
71,909,6808.525143,221,4,0,0
227,704,6815.582626,377,3,0,0
451,1452,6828.786452,551,2,1,0
280,561,6834.221343,430,4,0,0
188,810,6841.947253,338,2,0,0
13,194,6843.819103,163,4,0,0
79,723,6850.581438,229,1,0,0
193,402,6854.51544,343,3,0,0
190,266,6857.111209,340,3,0,0
68,477,6861.982946,218,3,0,0
216,230,6864.004748,366,4,0,0
60,438,6868.450015,210,2,0,0
112,330,6871.502048,262,3,0,0
106,357,6875.299704,256,4,0,0
563,1393,6888.294876,613,1,1,0
80,975,6897.414815,230,1,0,0
731,553,6902.668104,781,2,1,0
626,826,6910.473134,676,1,1,0
728,567,6915.462998,778,1,1,0
183,473,6920.354899,333,4,0,0
121,279,6923.050117,271,4,0,0
337,878,6931.745006,487,2,0,0
91,709,6938.011188,241,1,0,0
216,449,6942.766816,366,4,0,0
637,524,6947.787754,737,1,1,0
91,1998,6965.647216,241,1,0,0
139,643,6971.635793,289,2,0,0
128,501,6976.488993,278,3,0,0
55,251,6979.091619,205,4,0,0
386,1778,6995.199334,486,1,1,0
88,266,6997.919803,238,3,0,0
269,377,7001.749709,419,4,0,0
87,1008,7011.509202,237,3,0,0
87,326,7014.901658,237,3,0,0
91,1336,7027.226178,241,1,0,0
74,755,7034.400396,224,2,0,0
583,791,7041.505424,683,1,1,0
581,1050,7051.307836,681,2,1,0
249,552,7056.87399,399,3,0,0
205,310,7059.937903,355,4,0,0
53,1024,7069.503907,203,1,0,0
180,463,7073.999513,330,2,0,0
208,431,7078.11904,358,3,0,0
141,503,7083.004236,291,2,0,0
137,938,7091.644103,287,1,0,0
167,870,7100.287343,317,2,0,0
91,2392,7121.923378,241,1,0,0
114,374,7125.815621,264,4,0,0
666,878,7134.583484,716,3,1,0
723,842,7142.340104,773,1,1,0
91,1107,7152.483176,241,1,0,0
191,1202,7163.353847,341,1,0,0
84,398,7167.127873,234,1,0,0
207,410,7171.627518,357,3,0,0
717,624,7177.073087,767,1,1,0
671,354,7180.534569,771,2,1,0
657,421,7184.8324,757,1,1,0
213,511,7189.855416,363,3,0,0
184,409,7193.865713,334,3,0,0
165,433,7198.008764,315,2,0,0
158,274,7200.747798,308,4,0,0
137,416,7204.718914,287,3,0,0
223,788,7212.799139,373,3,0,0
119,692,7219.348563,269,4,0,0
87,561,7224.549018,237,1,0,0
137,659,7231.083786,287,1,0,0
90,854,7238.802189,240,1,0,0
163,741,7246.338127,313,2,0,0
-6,311,7249.457386,144,1,0,0
710,659,7255.852793,760,2,1,0
120,372,7259.681641,270,3,0,0
115,612,7265.211376,265,2,0,0
153,366,7268.96599,303,4,0,0
278,571,7274.835022,428,4,0,0
51,339,7278.046875,201,2,0,0
91,1421,7291.203572,241,1,0,0
145,274,7294.458479,295,3,0,0
239,1104,7304.811905,389,2,0,0
171,532,7310.039945,321,3,0,0
52,323,7313.615332,202,4,0,0
82,917,7321.99726,232,1,0,0
141,510,7326.812782,291,2,0,0
219,342,7330.335852,369,4,0,0
714,635,7336.157582,764,1,1,0
643,493,7340.801403,743,2,1,0
72,456,7345.264702,222,1,0,0
165,353,7348.825071,315,1,0,0
91,1570,7362.993433,241,1,0,0
179,588,7369.056335,329,2,0,0
191,1120,7378.817251,341,1,0,0
185,519,7383.892199,335,2,0,0
103,217,7386.359405,253,4,0,0
312,383,7390.163442,462,4,0,0
237,697,7396.904555,387,2,0,0
690,506,7401.576238,740,1,1,0
122,378,7404.992769,272,2,0,0
232,683,7411.568667,382,3,0,0
920,355,7415.335113,970,4,1,0
70,325,7418.431077,220,4,0,0
182,409,7422.441155,332,3,0,0
723,340,7425.775191,823,1,1,0
630,557,7430.994071,730,2,1,0
134,375,7434.963589,284,4,0,0
648,718,7441.831097,698,1,1,0
84,955,7450.633349,234,1,0,0
231,493,7455.624647,381,3,0,0
191,514,7460.306328,341,1,0,0
209,419,7464.37132,359,4,0,0
228,503,7469.302559,378,2,0,0
287,450,7473.912685,437,3,0,0
89,418,7478.052782,239,4,0,0
712,646,7484.197477,712,1,1,0
249,270,7487.036736,399,4,0,0
236,667,7493.828073,386,2,0,0
190,694,7500.222622,340,2,0,0
295,315,7503.145515,445,4,0,0
613,644,7509.155514,713,2,1,0
190,395,7513.259963,340,3,0,0
732,547,7518.331183,832,1,1,0
91,538,7523.579087,241,3,0,0
629,1062,7532.941312,729,1,1,0
61,361,7536.815812,211,4,0,0
102,236,7539.18445,252,2,0,0
250,287,7541.87884,400,2,0,0
155,301,7545.062674,305,4,0,0
186,532,7550.021834,336,3,0,0
67,393,7553.774931,217,2,0,0
272,355,7557.256899,422,3,0,0
81,1117,7567.27265,231,1,0,0
55,287,7570.386028,205,1,0,0
85,841,7578.069154,235,2,0,0
141,1173,7588.682729,291,1,0,0
141,468,7593.308474,291,2,0,0
141,1962,7611.143996,291,1,0,0
174,475,7616.223633,324,4,0,0
192,540,7621.528919,342,4,0,0
290,523,7626.577339,440,3,0,0
233,752,7633.662784,383,2,0,0
214,339,7637.261869,364,4,0,0
191,1039,7646.791615,341,2,0,0
136,844,7654.795905,286,1,0,0
123,316,7657.777096,273,3,0,0
220,287,7660.349643,370,2,0,0
166,365,7663.89436,316,4,0,0
91,772,7671.00276,241,1,0,0
191,764,7678.384163,341,2,0,0
89,1269,7690.277284,239,1,0,0
138,1475,7703.998962,288,1,0,0
133,664,7710.29823,283,2,0,0
89,1069,7720.090471,239,1,0,0
234,628,7726.064194,384,2,0,0
157,258,7728.687502,307,4,0,0
668,865,7736.852725,768,2,1,0
187,507,7741.749171,337,3,0,0
212,259,7744.425951,362,4,0,0
239,1537,7758.548542,389,2,0,0
88,587,7764.050713,238,2,0,0
136,479,7768.974025,286,3,0,0
124,203,7771.202477,274,4,0,0
272,452,7775.430943,422,3,0,0
128,506,7780.344427,278,2,0,0
167,297,7783.144157,317,2,0,0
120,505,7787.97765,270,2,0,0
191,955,7797.26315,341,2,0,0
183,297,7800.077357,333,3,0,0
739,510,7804.904997,789,1,1,0
191,1158,7815.965051,341,2,0,0
155,269,7818.586597,305,2,0,0
38,416,7823.130628,188,4,0,0
57,414,7827.196977,207,2,0,0
141,629,7833.296596,291,2,0,0
85,435,7837.730263,235,4,0,0
158,249,7840.396521,308,4,0,0
43,249,7842.694879,193,3,0,0
135,272,7845.492685,285,3,0,0
134,747,7852.628743,284,2,0,0
132,268,7855.257136,282,4,0,0
646,729,7862.365806,746,2,1,0
-11,207,7864.161815,139,2,0,0
166,567,7869.902487,316,3,0,0
21,201,7871.779787,171,4,0,0
739,513,7876.344539,789,1,1,0
616,629,7882.222851,716,1,1,0
131,551,7887.84349,281,3,0,0
91,156,7889.457622,241,4,0,0
140,1327,7901.411493,290,1,0,0
236,717,7908.679142,386,4,0,0
128,403,7912.499923,278,2,0,0
608,1169,7923.267463,658,1,1,0
233,363,7926.917167,383,4,0,0
171,549,7932.173668,321,2,0,0
664,639,7937.974449,714,1,1,0
99,247,7940.528981,249,2,0,0
49,239,7942.995134,199,3,0,0
769,364,7946.397663,769,1,1,0
187,384,7950.210417,337,3,0,0
118,297,7953.04294,268,3,0,0
172,323,7956.322416,322,4,0,0
116,313,7959.223727,266,4,0,0
79,822,7967.104286,229,1,0,0
52,126,7968.047098,202,4,0,0
187,373,7971.90938,337,4,0,0
85,379,7975.691984,235,3,0,0
130,335,7979.152478,280,4,0,0
90,1955,7996.668944,240,1,0,0
139,586,8002.453854,289,3,0,0
189,553,8007.685533,339,4,0,0
281,749,8015.119614,431,4,0,0
191,240,8017.621501,341,4,0,0
181,615,8023.808452,331,3,0,0
123,498,8028.590863,273,1,0,0
553,942,8037.309705,653,1,1,0
268,432,8041.542188,418,4,0,0
141,792,8049.071077,291,1,0,0
140,1952,8067.475205,290,1,0,0
91,1263,8078.989808,241,1,0,0
