#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
825,333,77533.710501,875,2,1,0
191,373,77536.595757,341,2,0,0
763,393,77539.624255,863,4,1,0
290,462,77543.144222,440,4,0,0
840,258,77545.156887,840,1,1,0
723,344,77547.899755,823,3,1,0
782,295,77550.058935,832,1,1,0
849,462,77553.823277,899,4,1,0
679,814,77559.880402,779,2,1,0
613,641,77564.790246,713,3,1,0
926,327,77567.550081,976,4,1,0
755,430,77570.727747,755,1,1,0
132,315,77573.282617,282,2,0,0
141,1407,77583.605574,291,2,0,0
876,325,77586.049693,876,3,1,0
91,447,77589.492883,241,1,0,0
684,1036,77596.873913,734,1,1,0
86,314,77599.165823,236,2,0,0
724,339,77601.932244,824,4,1,0
835,283,77604.061354,835,1,1,0
156,212,77605.86137,306,4,0,0
784,285,77608.002679,884,2,1,0
190,741,77613.663851,340,2,0,0
141,440,77616.974529,291,3,0,0
101,200,77618.733563,251,4,0,0
212,541,77622.925123,362,4,0,0
188,287,77625.218154,338,3,0,0
89,272,77627.434313,239,4,0,0
141,311,77630.001116,291,4,0,0
707,424,77633.163053,807,2,1,0
780,308,77636.017619,830,4,1,0
837,273,77638.167726,837,1,1,0
733,293,77640.519185,783,2,1,0
867,370,77643.598127,967,4,1,0
540,1258,77652.801485,640,1,1,0
733,291,77654.935854,783,2,1,0
91,378,77658.001152,241,3,0,0
776,325,77660.4326,776,4,1,0
140,823,77666.942687,290,3,0,0
141,1425,77677.041646,291,1,0,0
719,362,77679.806694,769,1,1,0
728,316,77682.025768,778,2,1,0
165,242,77684.056295,315,4,0,0
55,222,77685.897996,205,4,0,0
886,279,77687.971611,886,1,1,0
779,314,77690.612571,879,3,1,0
838,265,77692.736594,838,4,1,0
736,278,77694.884363,786,3,1,0
788,269,77696.94061,788,1,1,0
239,424,77700.114267,389,4,0,0
171,245,77702.129245,321,4,0,0
661,651,77706.959563,711,1,1,0
191,326,77709.69909,341,4,0,0
770,355,77712.493387,820,3,1,0
727,321,77714.84248,777,3,1,0
781,300,77717.054756,831,2,1,0
853,444,77720.73109,953,4,1,0
674,337,77723.180882,774,3,1,0
729,314,77725.768392,779,2,1,0
91,407,77728.893496,241,3,0,0
814,388,77731.704704,814,1,1,0
778,319,77734.241221,828,3,1,0
778,318,77736.499614,778,1,1,0
925,333,77739.286021,925,3,1,0
785,284,77741.365499,785,1,1,0
722,347,77744.1394,772,2,1,0
858,419,77747.178019,858,2,1,0
764,385,77750.077302,814,2,1,0
136,247,77752.149312,286,3,0,0
777,574,77756.244309,777,1,1,0
677,321,77758.990598,777,4,1,0
788,268,77761.040384,788,1,1,0
316,260,77763.104177,466,4,0,0
786,277,77765.233253,836,3,1,0
824,335,77767.937145,874,3,1,0
832,299,77770.157983,832,3,1,0
826,328,77772.738388,826,2,1,0
863,393,77775.914306,963,4,1,0
780,308,77778.470191,780,3,1,0
788,266,77780.754261,838,3,1,0
191,764,77786.594016,341,2,0,0
731,303,77789.274184,831,4,1,0
936,278,77791.44159,936,3,1,0
138,320,77793.807971,288,3,0,0
713,391,77796.893152,813,2,1,0
727,321,77799.459498,827,3,1,0
137,317,77801.86762,287,4,0,0
829,564,77806.248516,829,2,1,0
727,323,77808.607687,777,4,1,0
176,261,77810.6594,326,4,0,0
277,184,77812.342033,427,4,0,0
280,333,77814.76031,430,3,0,0
838,267,77816.907648,838,4,1,0
804,438,77820.353051,804,1,1,0
660,909,77826.830588,660,1,1,0
89,482,77830.35834,239,1,0,0
239,409,77833.707451,389,4,0,0
782,295,77835.95001,782,1,1,0
1097,474,77839.755156,1147,4,1,0
788,269,77841.834082,788,3,1,0
787,272,77843.797599,787,1,1,0
733,293,77845.990235,783,2,1,0
786,278,77848.354342,836,1,1,0
141,978,77855.345081,291,1,0,0
805,433,77858.622676,805,1,1,0
751,451,77861.945556,851,3,1,0
75,263,77864.04471,225,4,0,0
968,369,77867.008956,1018,4,1,0
863,392,77870.044719,863,4,1,0
191,506,77874.127107,341,4,0,0
963,392,77877.186487,1013,4,1,0
824,339,77879.915595,924,2,1,0
194,234,77881.845445,344,4,0,0
929,313,77884.166311,929,2,1,0
874,586,77888.529955,874,1,1,0
918,366,77891.201796,918,4,1,0
812,398,77894.487366,812,2,1,0
771,354,77896.943301,821,2,1,0
189,397,77900.046752,339,4,0,0
854,436,77903.67529,904,4,1,0
783,292,77905.868229,783,1,1,0
701,454,77909.591014,751,4,1,0
719,361,77912.328136,819,4,1,0
721,603,77916.932188,821,2,1,0
682,797,77923.113559,732,2,1,0
839,510,77927.100248,839,1,1,0
204,243,77929.14422,354,4,0,0
833,292,77931.593014,883,2,1,0
948,467,77935.078603,948,4,1,0
748,466,77938.604334,798,1,1,0
982,298,77940.9123,982,4,1,0
241,533,77945.015369,391,3,0,0
825,331,77947.682806,825,2,1,0
762,396,77950.623284,762,1,1,0
827,324,77953.331735,877,3,1,0
786,278,77955.425211,786,1,1,0
839,261,77957.322125,839,1,1,0
836,277,77959.423031,836,2,1,0
836,276,77961.428793,836,1,1,0
902,448,77965.093541,902,3,1,0
823,340,77967.701443,923,4,1,0
812,395,77970.695733,812,2,1,0
733,291,77973.137615,783,2,1,0
775,331,77975.568128,825,2,1,0
743,493,77979.259631,793,1,1,0
717,623,77983.807662,767,1,1,0
216,256,77985.885641,366,4,0,0
887,270,77987.990566,887,3,1,0
287,410,77991.256362,437,4,0,0
838,266,77993.292051,838,2,1,0
783,292,77995.765633,783,2,1,0
878,319,77998.206084,978,4,1,0
827,320,78000.876871,877,3,1,0
724,589,78005.100625,724,1,1,0
140,382,78008.16298,290,4,0,0
731,304,78010.682251,831,1,1,0
790,257,78012.696404,790,1,1,0
719,361,78015.316539,769,3,1,0
140,450,78018.862238,290,3,0,0
828,565,78023.197494,928,4,1,0
1023,343,78026.071374,1023,4,1,0
835,281,78028.119423,835,2,1,0
775,333,78030.66872,775,1,1,0
757,423,78033.699661,807,1,1,0
89,387,78036.653151,239,3,0,0
669,861,78043.234443,719,1,1,0
773,341,78045.68717,873,4,1,0
828,315,78048.261625,878,3,1,0
736,526,78052.173714,836,1,1,0
677,573,78056.568507,727,1,1,0
838,517,78060.520681,838,2,1,0
817,370,78063.110893,867,2,1,0
738,516,78067.418876,838,4,1,0
830,307,78070.315676,880,3,1,0
822,349,78073.136432,822,2,1,0
779,314,78075.441714,779,2,1,0
788,268,78077.390752,788,1,1,0
786,276,78079.396487,786,1,1,0
786,275,78081.44869,836,1,1,0
780,559,78085.75898,780,1,1,0
763,394,78088.7147,813,1,1,0
815,382,78091.583763,815,2,1,0
134,301,78093.924144,284,4,0,0
788,268,78095.99641,788,1,1,0
936,275,78098.21325,936,4,1,0
827,324,78100.870604,827,3,1,0
696,475,78104.569161,796,1,1,0
241,366,78107.523014,391,4,0,0
792,495,78111.119232,842,3,1,0
721,351,78113.872044,771,2,1,0
631,553,78118.195641,731,2,1,0
717,370,78120.787804,817,2,1,0
891,253,78122.79842,891,2,1,0
652,699,78127.909277,702,1,1,0
834,285,78130.035992,834,1,1,0
926,325,78132.725774,976,4,1,0
791,504,78136.405582,791,1,1,0
725,583,78140.598618,775,2,1,0
811,402,78143.621425,811,2,1,0
783,291,78146.059417,833,3,1,0
868,369,78148.565353,868,1,1,0
788,269,78150.871011,788,1,1,0
141,480,78154.428995,291,2,0,0
830,307,78157.127284,830,4,1,0
707,421,78160.226074,807,2,1,0
783,793,78165.943598,783,1,1,0
834,288,78168.097201,834,1,1,0
917,373,78171.049351,967,4,1,0
699,711,78176.563537,799,2,1,0
87,301,78178.84225,237,3,0,0
863,393,78181.875369,863,3,1,0
62,382,78184.857178,212,4,0,0
839,262,78186.921606,839,1,1,0
775,333,78189.65627,825,4,1,0
837,273,78191.791087,837,2,1,0
715,380,78194.789523,765,3,1,0
790,257,78196.782769,790,1,1,0
789,262,78198.727567,789,1,1,0
170,250,78200.738256,320,3,0,0
338,426,78203.994314,488,4,0,0
730,558,78208.491057,780,2,1,0
760,407,78211.750554,760,2,1,0
870,355,78214.85246,870,3,1,0
290,608,78219.63078,440,4,0,0
785,282,78221.976255,785,1,1,0
832,295,78224.274142,882,3,1,0
766,628,78228.924747,766,1,1,0
774,336,78231.33627,774,3,1,0
236,300,78233.948846,386,4,0,0
837,273,78236.003625,837,2,1,0
837,270,78238.021711,837,1,1,0
738,267,78240.18687,788,2,1,0
776,325,78242.829037,826,2,1,0
839,260,78244.837613,839,1,1,0
766,377,78247.785102,816,3,1,0
715,633,78252.418858,715,1,1,0
190,336,78254.873143,340,3,0,0
837,270,78256.908956,837,1,1,0
825,333,78259.637831,825,2,1,0
932,295,78261.91088,932,2,1,0
879,313,78264.693709,929,4,1,0
913,391,78267.830868,1013,4,1,0
210,234,78269.795301,360,4,0,0
726,576,78274.180872,726,1,1,0
838,268,78276.212399,838,1,1,0
731,304,78278.866344,781,3,1,0
787,274,78280.895034,787,1,1,0
241,771,78287.006873,391,4,0,0
773,344,78289.348962,773,1,1,0
867,374,78292.297833,867,2,1,0
621,603,78296.949059,721,3,1,0
847,472,78300.687516,847,3,1,0
821,352,78303.131001,871,2,1,0
783,290,78305.523626,833,1,1,0
882,296,78307.773254,932,3,1,0
721,351,78310.550921,821,2,1,0
781,304,78312.762439,831,2,1,0
823,343,78315.431464,873,2,1,0
759,661,78320.455083,859,4,1,0
833,543,78324.449188,833,1,1,0
831,303,78326.903825,881,1,1,0
879,310,78329.162439,929,3,1,0
767,371,78332.034551,817,2,1,0
872,347,78334.763586,872,2,1,0
781,301,78337.05422,831,2,1,0
780,306,78339.352438,780,2,1,0
191,407,78342.785336,341,4,0,0
879,311,78345.05465,879,3,1,0
717,371,78347.958633,817,3,1,0
829,564,78352.25578,929,3,1,0
832,298,78354.641549,832,1,1,0
923,342,78357.373037,923,3,1,0
723,342,78360.337966,773,3,1,0
187,337,78363.237671,337,4,0,0
873,344,78365.739153,873,3,1,0
769,363,78368.697258,869,4,1,0
777,571,78372.957525,777,1,1,0
121,247,78374.907812,271,3,0,0
853,442,78378.040001,853,1,1,0
863,390,78381.209444,913,4,1,0
723,340,78383.870474,823,3,1,0
832,296,78386.102319,882,2,1,0
858,418,78389.386896,908,4,1,0
721,354,78392.101441,771,1,1,0
756,427,78395.421684,806,4,1,0
1030,309,78398.103956,1030,4,1,0
777,322,78400.595533,877,4,1,0
-61,155,78401.918359,89,4,0,0
780,306,78404.352693,780,1,1,0
828,319,78406.751521,828,3,1,0
787,272,78408.875252,837,3,1,0
141,325,78411.511145,291,2,0,0
933,291,78413.732935,983,3,1,0
769,363,78416.509034,819,1,1,0
834,538,78420.86658,884,4,1,0
788,265,78422.888738,788,2,1,0
837,274,78425.189373,837,2,1,0
827,322,78427.61394,877,4,1,0
236,279,78429.851594,386,3,0,0
837,273,78432.002707,837,3,1,0
879,310,78434.534641,929,3,1,0
838,267,78436.475114,838,1,1,0
874,339,78439.304743,924,4,1,0
764,388,78442.305713,764,2,1,0
180,274,78444.504858,330,2,0,0
936,276,78446.749123,936,4,1,0
790,257,78448.700783,790,1,1,0
823,344,78451.368293,873,2,1,0
687,772,78457.055521,737,2,1,0
866,378,78460.143968,916,4,1,0
141,363,78462.808668,291,4,0,0
833,292,78465.250506,883,3,1,0
225,297,78467.516321,375,4,0,0
787,271,78469.577785,787,1,1,0
885,283,78471.717794,885,3,1,0
682,295,78474.199924,782,2,1,0
240,818,78480.223485,390,3,0,0
832,299,78482.415792,832,2,1,0
824,339,78485.188711,874,3,1,0
779,313,78487.510031,879,3,1,0
839,263,78489.471124,839,1,1,0
241,390,78492.822596,391,3,0,0
787,271,78494.89281,787,2,1,0
924,336,78497.397782,924,4,1,0
825,331,78500.223753,875,4,1,0
734,286,78502.427588,784,1,1,0
837,271,78504.726567,887,2,1,0
773,340,78507.696578,773,1,1,0
141,413,78510.881905,291,2,0,0
837,270,78513.016731,837,2,1,0
737,270,78515.097235,787,1,1,0
89,268,78517.242374,239,3,0,0
592,1496,78527.909107,592,1,1,0
780,309,78530.486511,780,2,1,0
786,277,78532.614115,836,2,1,0
840,257,78534.63464,840,2,1,0
790,258,78536.671297,790,1,1,0
846,478,78540.248663,896,3,1,0
837,270,78542.555071,837,1,1,0
784,288,78544.748208,834,3,1,0
141,435,78548.0134,291,3,0,0
760,656,78552.824556,810,2,1,0
782,295,78555.1987,832,1,1,0
926,329,78557.581804,926,3,1,0
740,506,78561.51545,840,3,1,0
815,383,78564.46938,865,3,1,0
836,277,78566.502563,836,1,1,0
827,322,78569.238878,877,4,1,0
785,283,78571.382319,835,2,1,0
787,274,78573.382813,837,1,1,0
789,263,78575.347404,789,1,1,0
888,265,78577.498982,888,4,1,0
281,256,78579.681483,431,4,0,0
886,277,78581.762241,936,3,1,0
62,349,78584.61377,212,4,0,0
787,273,78586.718008,837,1,1,0
775,334,78589.374438,825,3,1,0
132,276,78591.539532,282,4,0,0
663,392,78594.545579,763,2,1,0
91,381,78597.569985,241,3,0,0
91,1141,78605.734947,241,1,0,0
190,295,78608.033641,340,4,0,0
835,280,78610.420548,835,2,1,0
746,725,78615.656488,796,2,1,0
772,348,78618.515106,872,3,1,0
837,274,78620.598351,837,1,1,0
727,320,78623.281859,827,3,1,0
789,261,78625.291807,789,1,1,0
819,361,78627.965292,919,3,1,0
786,527,78632.226404,836,2,1,0
89,342,78634.626867,239,2,0,0
733,291,78636.802193,783,1,1,0
885,282,78639.289028,935,4,1,0
290,493,78643.170907,440,4,0,0
138,359,78645.863676,288,4,0,0
782,296,78648.523545,782,1,1,0
768,368,78651.709154,768,1,1,0
963,390,78654.844747,963,4,1,0
861,403,78657.889039,911,2,1,0
188,317,78660.259192,338,4,0,0
191,333,78663.007081,341,4,0,0
782,299,78665.245169,782,3,1,0
837,274,78667.370838,837,2,1,0
782,295,78669.944576,882,4,1,0
191,331,78672.319261,341,2,0,0
778,316,78674.932404,778,2,1,0
91,674,78680.028939,241,2,0,0
874,339,78682.674173,874,2,1,0
790,257,78684.626265,790,1,1,0
788,268,78686.682499,788,2,1,0
868,365,78689.298067,918,3,1,0
186,360,78692.259069,336,3,0,0
91,668,78697.489244,241,2,0,0
190,590,78702.019979,340,2,0,0
187,335,78704.7533,337,3,0,0
140,737,78710.304178,290,1,0,0
190,504,78713.933799,340,2,0,0
241,532,78718.304498,391,4,0,0
187,349,78720.851488,337,4,0,0
764,387,78723.809134,814,2,1,0
190,351,78726.654043,340,3,0,0
829,313,78729.309489,829,3,1,0
683,293,78731.456067,783,1,1,0
141,807,78737.207865,291,1,0,0
141,373,78740.091418,291,2,0,0
334,416,78743.397209,484,4,0,0
135,299,78745.879986,285,3,0,0
224,303,78748.304246,374,4,0,0
287,317,78750.63808,437,3,0,0
724,336,78753.343336,824,2,1,0
69,206,78755.21148,219,4,0,0
742,495,78758.852672,742,1,1,0
135,426,78762.260499,285,4,0,0
341,509,78766.310674,491,3,0,0
87,1719,78778.492115,237,1,0,0
783,291,78780.801578,783,1,1,0
789,263,78782.799255,789,1,1,0
228,582,78787.282316,378,4,0,0
171,264,78789.37828,321,4,0,0
181,311,78792.015653,331,4,0,0
224,305,78794.615454,374,4,0,0
180,272,78797.009944,330,4,0,0
633,793,78802.913483,683,1,1,0
274,341,78805.771343,424,4,0,0
937,273,78807.882983,937,2,1,0
886,275,78809.959872,886,1,1,0
87,640,78814.745824,237,1,0,0
736,276,78816.836763,786,1,1,0
191,356,78819.550359,341,2,0,0
733,290,78822.096453,833,3,1,0
88,663,78826.959788,238,1,0,0
140,799,78832.842921,290,2,0,0
761,401,78835.837693,811,2,1,0
191,498,78839.664348,341,2,0,0
611,651,78844.539099,711,1,1,0
716,378,78847.434992,816,2,1,0
59,291,78849.803618,209,4,0,0
188,417,78853.336572,338,3,0,0
127,353,78855.95242,277,3,0,0
673,593,78860.583793,773,3,1,0
703,442,78863.85429,753,2,1,0
748,468,78867.357829,748,1,1,0
718,367,78870.294739,768,1,1,0
666,378,78873.284241,766,3,1,0
62,274,78875.396904,212,4,0,0
261,347,78878.350648,411,4,0,0
888,269,78880.569394,938,4,1,0
226,293,78882.776443,376,4,0,0
761,401,78885.709177,761,1,1,0
510,1409,78895.767204,610,1,1,0
641,503,78899.718677,741,3,1,0
191,489,78903.507994,341,3,0,0
780,307,78905.78272,830,3,1,0
91,358,78908.667275,241,4,0,0
240,366,78911.645599,390,4,0,0
798,465,78915.265025,798,1,1,0
769,361,78918.179019,869,4,1,0
925,332,78920.63049,975,4,1,0
782,296,78922.762272,832,1,1,0
131,309,78925.400055,281,4,0,0
779,313,78927.632649,829,2,1,0
804,435,78930.982674,804,1,1,0
814,389,78934.00239,864,4,1,0
670,1106,78942.353172,670,1,1,0
338,411,78945.750896,488,3,0,0
180,372,78948.51321,330,4,0,0
876,329,78951.099654,876,1,1,0
241,418,78954.206596,391,3,0,0
658,917,78960.830623,758,1,1,0
840,257,78962.740001,840,1,1,0
774,335,78965.424006,774,1,1,0
702,448,78969.133085,802,2,1,0
610,656,78973.885421,710,1,1,0
744,485,78977.643212,794,1,1,0
241,394,78980.725118,391,3,0,0
851,450,78984.001047,851,2,1,0
141,1918,78998.268354,291,1,0,0
724,336,79001.06249,774,3,1,0
781,302,79003.295293,831,1,1,0
91,318,79006.004544,241,2,0,0
716,879,79012.428999,766,1,1,0
750,457,79016.13874,800,2,1,0
860,655,79021.250228,910,3,1,0
862,398,79024.417772,912,3,1,0
185,350,79027.201507,335,2,0,0
291,477,79031.068945,441,4,0,0
673,590,79035.167438,723,1,1,0
284,397,79038.262392,434,3,0,0
814,386,79041.106309,814,2,1,0
740,506,79045.015143,790,2,1,0
772,349,79047.739402,822,1,1,0
191,363,79051.138882,341,4,0,0
882,296,79053.739768,932,4,1,0
139,371,79056.901311,289,3,0,0
186,301,79059.305497,336,3,0,0
636,1278,79069.16071,636,1,1,0
91,298,79071.912863,241,4,0,0
290,378,79075.099173,440,4,0,0
391,483,79079.25977,541,4,0,0
690,755,79085.135044,790,3,1,0
137,344,79088.091618,287,3,0,0
714,636,79093.139458,714,1,1,0
140,1193,79102.230286,290,1,0,0
821,350,79105.04574,821,1,1,0
731,301,79107.388984,781,1,1,0
752,445,79111.272524,802,2,1,0
735,283,79113.547796,835,2,1,0
241,375,79116.708927,391,3,0,0
233,343,79119.656881,383,3,0,0
227,287,79122.032111,377,4,0,0
200,272,79124.057432,350,4,0,0
156,261,79125.94579,306,3,0,0
782,297,79128.221212,782,1,1,0
838,519,79132.306682,888,3,1,0
181,291,79134.608545,331,2,0,0
914,385,79137.821496,914,3,1,0
723,342,79140.797845,823,3,1,0
832,295,79143.181492,882,2,1,0
90,335,79145.765714,240,4,0,0
234,327,79148.404882,384,4,0,0
814,389,79152.524883,814,1,1,0
760,406,79156.582571,810,2,1,0
764,385,79160.377664,814,3,1,0
229,319,79163.546663,379,3,0,0
183,307,79166.248501,333,2,0,0
645,984,79175.146164,695,1,1,0
774,585,79180.023677,774,1,1,0
800,707,79187.164143,850,3,1,0
833,292,79189.291607,833,1,1,0
166,301,79192.045557,316,3,0,0
701,450,79195.400556,801,2,1,0
798,469,79199.152785,898,2,1,0
873,341,79201.794232,973,4,1,0
730,308,79204.360702,830,2,1,0
290,451,79207.613854,440,3,0,0
854,439,79211.054031,854,1,1,0
828,317,79213.294342,828,1,1,0
801,453,79216.945614,851,3,1,0
141,720,79222.317311,291,3,0,0
88,399,79225.485346,238,3,0,0
765,381,79228.474584,765,2,1,0
167,268,79230.888313,317,4,0,0
236,487,79234.59484,386,4,0,0
91,1719,79247.069067,241,1,0,0
780,307,79249.345442,830,2,1,0
778,318,79251.911349,778,1,1,0
541,1001,79258.971838,641,1,1,0
738,516,79263.102666,838,2,1,0
141,527,79267.018159,291,2,0,0
811,404,79270.068063,861,3,1,0
191,792,79275.783152,341,1,0,0
141,750,79281.292855,291,1,0,0
76,277,79283.42644,226,3,0,0
141,304,79285.746561,291,4,0,0
140,709,79291.253694,290,2,0,0
141,556,79295.28951,291,1,0,0
229,473,79299.21665,379,3,0,0
91,648,79303.925872,241,1,0,0
282,227,79305.877582,432,4,0,0
141,549,79309.793238,291,1,0,0
222,372,79312.781644,372,3,0,0
127,282,79314.956529,277,3,0,0
175,299,79317.559184,325,4,0,0
171,276,79319.802533,321,4,0,0
236,317,79322.206836,386,3,0,0
241,369,79325.29939,391,2,0,0
191,433,79328.891487,341,3,0,0
233,374,79331.940777,383,4,0,0
268,293,79334.563994,418,4,0,0
235,330,79337.143061,385,4,0,0
825,332,79339.750114,875,2,1,0
141,638,79344.399491,291,1,0,0
140,676,79349.399955,290,2,0,0
191,1004,79356.590526,341,1,0,0
703,444,79359.757211,753,1,1,0
135,492,79363.583323,285,3,0,0
156,254,79365.657368,306,4,0,0
140,379,79368.510424,290,2,0,0
227,327,79371.276066,377,3,0,0
185,433,79374.546818,335,3,0,0
140,408,79377.677042,290,2,0,0
89,391,79380.763348,239,4,0,0
337,296,79383.298515,487,4,0,0
128,518,79387.308968,278,2,0,0
91,376,79390.074117,241,1,0,0
135,392,79392.992664,285,2,0,0
85,388,79396.074082,235,3,0,0
141,637,79400.703449,291,1,0,0
774,335,79403.073496,774,1,1,0
184,464,79406.65455,334,2,0,0
138,381,79409.696069,288,2,0,0
191,472,79413.377379,341,3,0,0
191,188,79414.790151,341,4,0,0
267,249,79416.889094,417,4,0,0
837,274,79418.957586,837,2,1,0
140,375,79421.820859,290,2,0,0
178,323,79424.547489,328,3,0,0
120,288,79426.742177,270,2,0,0
895,483,79430.65443,945,4,1,0
141,1026,79438.293434,291,2,0,0
287,386,79441.446648,437,4,0,0
139,391,79444.401856,289,3,0,0
241,372,79447.393155,391,3,0,0
141,563,79451.366368,291,1,0,0
91,614,79455.98437,241,1,0,0
138,437,79459.229426,288,3,0,0
140,543,79463.650553,290,1,0,0
135,317,79466.381256,285,2,0,0
182,341,79469.277892,332,3,0,0
136,795,79475.026719,286,1,0,0
81,353,79477.798635,231,2,0,0
160,272,79479.908385,310,4,0,0
87,510,79483.803574,237,3,0,0
716,379,79486.732937,766,2,1,0
191,443,79489.97139,341,2,0,0
76,338,79492.645191,226,2,0,0
181,304,79495.006365,331,4,0,0
677,571,79499.4346,727,1,1,0
218,259,79501.588138,368,4,0,0
717,370,79504.440735,767,2,1,0
727,324,79506.754688,777,1,1,0
188,314,79509.347408,338,2,0,0
163,277,79511.501032,313,3,0,0
674,589,79515.828881,724,2,1,0
274,277,79518.048355,424,4,0,0
90,508,79521.903289,240,2,0,0
230,339,79524.58935,380,2,0,0
696,479,79528.17706,746,1,1,0
124,250,79530.213567,274,4,0,0
191,489,79533.954673,341,2,0,0
138,396,79537.100805,288,3,0,0
141,667,79542.045228,291,2,0,0
90,304,79544.380614,240,3,0,0
140,1012,79552.0059,290,2,0,0
221,320,79554.759401,371,4,0,0
84,641,79559.678567,234,3,0,0
190,495,79563.506891,340,3,0,0
137,422,79566.814924,287,4,0,0
140,691,79571.904475,290,2,0,0
286,436,79575.562608,436,4,0,0
210,462,79579.214482,360,4,0,0
90,504,79583.011615,240,1,0,0
171,281,79585.217847,321,4,0,0
188,421,79588.646795,338,3,0,0
73,310,79591.004577,223,4,0,0
91,473,79594.576182,241,1,0,0
225,467,79598.087357,375,3,0,0
818,367,79601.022039,918,3,1,0
77,331,79603.91906,227,2,0,0
160,376,79607.395166,310,4,0,0
91,459,79610.685703,241,2,0,0
231,335,79613.376714,381,2,0,0
174,281,79615.61725,324,4,0,0
136,1316,79625.496768,286,1,0,0
86,463,79629.013014,236,4,0,0
780,305,79631.521739,780,2,1,0
91,395,79634.419144,241,1,0,0
205,239,79636.110232,355,3,0,0
105,247,79638.161715,255,4,0,0
141,576,79642.762676,291,3,0,0
697,970,79649.878228,747,2,1,0
236,380,79652.904303,386,3,0,0
120,327,79655.591985,270,3,0,0
138,992,79663.061322,288,1,0,0
83,383,79666.102531,233,4,0,0
98,284,79668.34764,248,2,0,0
122,267,79670.395361,272,3,0,0
186,677,79675.48756,336,2,0,0
191,640,79680.459827,341,3,0,0
225,291,79682.989972,375,4,0,0
140,2313,79699.455652,290,1,0,0
137,369,79702.346278,287,3,0,0
138,390,79705.447444,288,3,0,0
241,242,79707.189021,391,4,0,0
132,329,79709.924585,282,4,0,0
187,359,79712.787343,337,3,0,0
90,1423,79722.841243,240,1,0,0
228,510,79726.888569,378,4,0,0
172,374,79729.84198,322,4,0,0
754,438,79733.081853,804,2,1,0
182,514,79737.231769,332,4,0,0
591,1504,79748.766789,641,1,1,0
772,347,79751.461673,772,1,1,0
141,522,79755.740604,291,3,0,0
778,319,79758.005988,828,2,1,0
887,272,79760.11371,887,2,1,0
53,253,79762.080596,203,3,0,0
134,493,79765.961755,284,4,0,0
804,437,79769.353383,804,1,1,0
136,348,79771.968516,286,4,0,0
191,435,79775.441932,341,3,0,0
727,320,79777.793634,777,2,1,0
291,441,79781.346616,441,3,0,0
851,450,79784.495059,851,1,1,0
880,306,79787.153122,930,4,1,0
171,259,79789.235221,321,4,0,0
768,368,79792.310642,818,4,1,0
722,348,79794.756264,772,1,1,0
723,342,79797.357795,773,1,1,0
655,682,79802.325144,705,1,1,0
188,336,79805.102242,338,4,0,0
91,1781,79817.751727,241,1,0,0
757,424,79821.005705,857,3,1,0
818,368,79823.780095,818,1,1,0
899,461,79827.531739,949,3,1,0
18,213,79829.08954,168,2,0,0
148,304,79831.681741,298,4,0,0
238,442,79835.019461,388,4,0,0
288,401,79838.132221,438,4,0,0
774,338,79840.877025,774,1,1,0
89,364,79843.727338,239,3,0,0
289,356,79846.736085,439,4,0,0
141,453,79850.068337,291,2,0,0
189,489,79853.856546,339,4,0,0
340,520,79857.896571,490,4,0,0
141,335,79860.711553,291,4,0,0
213,301,79863.185873,363,4,0,0
183,306,79865.467438,333,3,0,0
91,813,79871.69726,241,2,0,0
116,307,79874.09479,266,4,0,0
722,345,79877.00807,822,4,1,0
496,1728,79889.949751,546,1,1,0
141,157,79891.174717,291,3,0,0
140,427,79894.609063,290,2,0,0
765,381,79897.596333,815,2,1,0
314,342,79900.17249,464,4,0,0
141,821,79906.414561,291,2,0,0
460,1407,79916.330702,560,1,1,0
89,391,79919.371048,239,3,0,0
733,794,79925.021574,783,1,1,0
187,393,79928.117089,337,4,0,0
773,592,79932.654158,773,1,1,0
138,341,79935.083712,288,2,0,0
640,758,79940.740928,690,1,1,0
241,755,79946.489719,391,3,0,0
802,449,79950.167734,802,4,1,0
846,475,79953.926776,846,2,1,0
141,318,79956.318836,291,3,0,0
189,527,79960.453115,339,4,0,0
750,458,79963.885335,750,1,1,0
734,288,79966.069996,834,2,1,0
241,417,79969.222154,391,4,0,0
135,849,79975.82381,285,2,0,0
627,1072,79983.509855,627,1,1,0
756,425,79987.178763,806,4,1,0
141,384,79990.286675,291,4,0,0
819,362,79992.793099,819,2,1,0
747,472,79996.316472,747,1,1,0
187,305,79998.678893,337,4,0,0
191,791,80004.868377,341,3,0,0
171,262,80006.960286,321,3,0,0
754,439,80010.013305,754,1,1,0
141,530,80013.969521,291,2,0,0
692,999,80021.355623,742,2,1,0
141,419,80024.886861,291,3,0,0
290,427,80028.836302,440,4,0,0
644,738,80034.025326,694,1,1,0
861,401,80037.468954,911,3,1,0
91,437,80040.620705,241,2,0,0
870,355,80043.336438,870,2,1,0
767,623,80048.158477,817,2,1,0
86,285,80050.400118,236,4,0,0
822,346,80053.280545,922,4,1,0
836,276,80055.445241,836,2,1,0
779,313,80057.710025,779,2,1,0
222,328,80060.497317,372,4,0,0
291,351,80063.160295,441,4,0,0
767,372,80066.084048,867,3,1,0
141,503,80070.051699,291,4,0,0
191,703,80075.65256,341,3,0,0
141,1405,80086.18307,291,3,0,0
768,367,80088.961497,768,1,1,0
133,295,80091.267934,283,4,0,0
