#{"t_start": 1589166625.5407844, "env_id": null}
r,l,t,score
240,427,34401.614722,240
665,881,34416.020527,665
747,474,34424.640869,747
809,413,34431.556718,809
755,431,34439.642101,755
753,442,34446.759355,753
768,367,34453.261171,768
290,400,34460.052641,290
868,365,34466.26869,868
814,388,34472.934163,814
168,554,34482.523714,168
191,274,34488.084325,191
285,530,34497.088472,285
194,337,34502.382851,194
821,353,34508.797991,821
238,789,34522.323412,238
238,448,34530.62878,238
241,1056,34548.584319,241
288,603,34559.153589,288
721,854,34572.911861,721
238,639,34583.742891,238
241,452,34591.959664,241
278,411,34598.797306,278
756,427,34605.705145,756
228,789,34619.852437,228
234,596,34629.570156,234
705,681,34641.26203,705
804,436,34648.463063,804
798,466,34656.576667,798
290,457,34663.867215,290
290,784,34677.135934,290
219,377,34683.611089,219
235,816,34698.243499,235
764,388,34704.763059,764
743,493,34712.574899,743
273,327,34718.358387,273
770,605,34728.703704,770
239,705,34740.379688,239
753,444,34748.287618,753
206,261,34752.72376,206
823,342,34758.186143,823
694,736,34770.973566,694
770,359,34777.198646,770
652,1198,34796.967661,652
229,414,34804.675347,229
765,383,34811.454122,765
734,538,34820.442441,734
752,447,34827.564377,752
817,372,34834.045071,817
238,380,34840.700585,238
287,857,34855.386257,287
751,452,34862.769458,751
858,415,34870.481391,858
288,714,34882.359381,288
167,267,34886.986212,167
759,414,34894.675915,759
759,413,34901.506311,759
239,456,34908.915949,239
749,460,34917.193339,749
809,412,34924.027439,809
762,397,34930.682271,762
290,382,34937.079888,290
765,380,34943.67949,765
239,420,34950.666051,239
811,400,34957.983544,811
239,479,34965.629669,239
144,588,34976.222323,144
131,356,34982.621703,131
238,401,34989.467099,238
237,588,34999.122955,237
239,527,35008.790609,239
291,714,35020.357986,291
233,267,35025.024299,233
761,404,35031.719693,761
764,385,35038.154644,764
777,324,35044.114639,777
291,584,35053.471421,291
194,322,35059.304026,194
204,259,35063.698823,204
232,489,35072.115743,232
753,440,35079.38611,753
702,699,35091.542606,702
767,374,35098.03978,767
287,369,35104.5283,287
766,378,35110.427096,766
756,427,35117.994735,756
759,412,35124.815951,759
338,504,35133.412466,338
756,427,35140.450847,756
763,394,35147.226068,763
837,521,35156.147706,837
290,624,35166.866395,290
189,233,35171.094169,189
766,375,35177.535751,766
220,429,35184.686192,220
803,443,35192.860409,803
744,485,35201.307715,744
764,385,35207.579816,764
773,343,35212.773966,773
689,762,35225.490022,689
758,419,35232.759715,758
238,431,35239.602762,238
238,408,35246.304612,238
288,492,35254.543589,288
228,486,35262.903697,228
737,522,35271.366513,737
291,909,35286.002405,291
336,544,35294.46333,336
283,682,35305.796459,283
273,301,35310.413634,273
234,430,35317.149741,234
712,896,35331.341928,712
283,404,35337.726646,283
28,314,35343.486766,28
37,730,35356.233442,37
12,1042,35373.8629,12
57,1327,35396.144746,57
88,498,35404.661609,88
289,644,35415.385157,289
800,458,35423.320497,800
805,434,35430.329585,805
287,1256,35450.781494,287
288,555,35459.897563,288
732,797,35666.143162,732
233,500,35674.488789,233
238,374,35680.750006,238
238,799,35693.832539,238
241,415,35701.08694,241
671,1102,35718.667222,671
220,348,35724.711998,220
240,817,35737.913127,240
236,597,35748.000646,236
706,928,35763.338611,706
240,448,35770.904619,240
240,501,35779.445106,240
189,254,35783.782655,189
119,587,35793.749466,119
239,921,35808.988101,239
240,421,35816.667757,240
241,783,35829.600428,241
291,670,35840.532353,291
212,966,35857.058416,212
288,632,35867.801238,288
232,525,35876.462214,232
704,689,35887.655709,704
241,506,35895.962259,241
283,439,35903.07069,283
231,596,35913.343106,231
222,443,35921.331196,222
234,307,35926.347594,234
226,338,35932.351096,226
224,328,35937.435759,224
287,343,35943.387785,287
226,278,35948.004922,226
282,541,35956.999545,282
291,743,35969.775839,291
226,267,35974.165765,226
688,1019,35990.75409,688
241,562,36000.646178,241
241,842,36014.425231,241
239,476,36022.444489,239
227,813,36036.056468,227
726,575,36046.132688,726
753,694,36057.518196,753
238,622,36068.134347,238
282,372,36074.303295,282
288,509,36082.791727,288
237,559,36091.740903,237
339,554,36101.602788,339
666,875,36115.729619,666
241,514,36124.486202,241
287,974,36141.062256,287
238,342,36146.99812,238
291,526,36155.581608,291
780,557,36164.748114,780
194,1806,36195.212569,194
20,253,36199.609107,20
17,272,36204.212568,17
27,181,36207.811485,27
19,612,36218.593131,19
19,832,36232.662937,19
33,1106,36252.192511,33
33,490,36260.038815,33
51,363,36266.496679,51
32,1321,36289.831897,32
41,542,36299.027433,41
36,260,36303.607117,36
695,981,36320.530816,695
283,353,36325.923754,283
34,507,36334.783637,34
8,326,36340.889201,8
25,438,36348.16953,25
25,744,36361.003699,25
24,131,36363.244178,24
14,340,36369.262801,14
87,1249,36391.359522,87
54,982,36407.927894,54
231,1188,36428.1557,231
25,150,36431.222782,25
241,973,36447.360793,241
235,424,36455.098589,235
218,379,36461.621866,218
241,1119,36479.904519,241
230,735,36492.238182,230
227,565,36501.544638,227
169,246,36505.932632,169
229,643,36516.867018,229
230,1089,36535.723362,230
237,526,36544.410096,237
218,529,36553.499901,218
223,326,36559.494874,223
234,771,36572.77004,234
230,496,36581.237415,230
291,626,36590.997128,291
237,524,36600.418964,237
691,751,36612.696956,691
793,494,36621.226619,793
220,315,36626.945827,220
754,437,36634.164066,754
240,944,36650.812012,240
730,558,36660.026242,730
821,353,36666.315376,821
678,1318,36688.459742,678
241,525,36697.304676,241
234,614,36707.94389,234
797,472,36716.325916,797
287,417,36723.330289,287
241,608,36733.732953,241
240,483,36740.814866,240
755,683,36752.564972,755
87,539,36761.443769,87
789,514,36769.855067,789
84,396,36776.497468,84
30,476,36784.737017,30
23,298,36789.448296,23
30,943,36804.944179,30
29,2211,36842.454399,29
15,102,36843.577754,15
15,111,36845.610203,15
26,162,36848.865326,26
287,1733,36877.030435,287
203,388,36883.237987,203
277,802,36895.88116,277
291,764,36907.923311,291
273,455,36915.457898,273
240,782,36927.780573,240
236,513,36935.786287,236
193,925,36951.776773,193
73,444,36960.036392,73
236,550,36969.215736,236
234,629,36979.97344,234
222,367,36986.35603,222
227,378,36992.774259,227
240,706,37004.291732,240
143,345,37010.495113,143
189,277,37015.155721,189
227,612,37025.350281,227
780,559,37034.547406,780
84,775,37047.917321,84
120,973,37065.323026,120
38,214,37069.422635,38
203,1088,37087.828355,203
212,772,37101.116769,212
264,677,37112.675166,264
286,730,37125.501096,286
248,1232,37147.582992,248
129,851,37161.692994,129
40,559,37171.935613,40
33,162,37174.587833,33
128,351,37180.857618,128
235,585,37190.226714,235
196,772,37203.264908,196
110,1622,37231.346509,110
226,1147,37250.36121,226
290,561,37259.281517,290
290,976,37275.75149,290
127,405,37282.619711,127
118,371,37289.128792,118
286,926,37304.38285,286
234,425,37312.026528,234
731,552,37320.932894,731
86,524,37329.989416,86
339,856,37344.670541,339
743,492,37353.13698,743
764,389,37359.564913,764
224,322,37364.665814,224
235,414,37371.426517,235
794,485,37379.437586,794
765,384,37385.845123,765
753,443,37393.737265,753
238,605,37403.268925,238
158,432,37411.010227,158
241,592,37420.47475,241
730,557,37429.960261,730
237,406,37436.615669,237
238,499,37444.977858,238
741,501,37453.287636,741
67,427,37460.285795,67
266,387,37466.762791,266
228,390,37473.272349,228
231,497,37481.770059,231
791,503,37490.160967,791
753,440,37497.23173,753
235,674,37509.100266,235
812,398,37515.680464,812
758,668,37526.600287,758
704,685,37537.753959,704
272,244,37541.965359,272
291,589,37551.965231,291
745,481,37560.166606,745
803,444,37567.34328,803
235,343,37573.343364,235
241,441,37580.348777,241
755,431,37588.037761,755
711,652,37598.803494,711
747,470,37606.071554,747
230,666,37617.167441,230
235,600,37627.405821,235
327,487,37635.7839,327
787,524,37644.478345,787
750,457,37652.548788,750
764,385,37659.153921,764
756,427,37666.101086,756
218,348,37672.116639,218
287,565,37681.252958,287
756,426,37688.434531,756
730,555,37698.180154,730
240,742,37711.007744,240
235,430,37717.960204,235
785,534,37726.854959,785
811,404,37733.604216,811
240,511,37742.200989,240
240,402,37748.921137,240
760,409,37756.496966,760
771,354,37761.907158,771
288,387,37768.464004,288
237,453,37776.485527,237
759,413,37783.481335,759
235,451,37791.403879,235
220,257,37795.85335,220
236,389,37802.379013,236
238,378,37808.797938,238
227,334,37813.901515,227
231,299,37819.584841,231
771,354,37824.859366,771
238,900,37840.231638,238
758,419,37847.913278,758
80,2278,37886.63889,80
289,869,37901.308533,289
74,821,37915.943851,74
214,1863,37947.507988,214
224,339,37953.529591,224
235,547,37962.404644,235
266,356,37968.443437,266
283,506,37977.071663,283
238,497,37985.744942,238
290,723,37997.322416,290
239,866,38012.107153,239
68,81,38013.878629,68
289,719,38025.558318,289
285,763,38038.365694,285
241,505,38047.040442,241
750,455,38054.882664,750
270,310,38059.80387,270
240,1016,38077.150409,240
746,477,38085.512552,746
235,326,38091.194175,235
241,1535,38116.385127,241
742,499,38123.803517,742
240,648,38134.551026,240
339,515,38143.952248,339
687,773,38156.737476,687
232,282,38161.352764,232
291,734,38173.096235,291
273,650,38184.445635,273
223,683,38195.625931,223
647,974,38211.967354,647
240,1345,38234.180632,240
802,447,38242.310006,802
213,258,38246.835001,213
746,477,38254.218688,746
160,330,38260.369396,160
755,432,38267.303852,755
291,697,38279.443045,291
322,341,38284.957266,322
290,406,38291.760581,290
329,324,38297.669651,329
134,459,38305.944047,134
232,453,38313.518494,232
72,604,38324.208613,72
288,390,38330.764119,288
289,430,38337.605034,289
224,272,38342.112199,224
706,678,38353.844712,706
283,852,38367.62078,283
290,583,38377.751005,290
241,582,38387.11935,241
780,555,38396.75818,780
239,374,38403.069631,239
289,328,38408.199886,289
799,463,38416.183533,799
234,319,38421.135864,234
240,314,38426.849378,240
229,416,38433.655326,229
234,451,38441.59998,234
785,532,38450.387583,785
291,572,38459.570476,291
847,473,38467.724802,847
750,455,38474.864486,750
812,397,38482.079158,812
240,318,38487.053832,240
236,675,38498.257248,236
800,457,38506.169981,800
769,363,38512.461509,769
291,439,38519.530268,291
241,572,38529.79147,241
763,391,38536.264176,763
333,473,38543.67337,333
237,347,38549.581659,237
291,748,38562.004542,291
215,270,38566.514242,215
754,438,38573.507527,754
815,380,38580.065073,815
711,651,38591.675841,711
281,322,38596.732996,281
720,608,38606.973363,720
290,804,38620.257786,290
745,481,38628.362194,745
239,393,38634.744195,239
740,505,38643.183765,740
122,184,38646.053352,122
812,399,38652.671178,812
772,348,38658.774586,772
241,630,38669.306617,241
817,372,38675.59256,817
288,448,38682.755246,288
288,398,38690.115297,288
291,668,38701.221882,291
241,915,38716.332309,241
241,381,38722.888345,241
239,827,38736.54198,239
757,422,38744.149639,757
291,419,38750.901454,291
291,909,38765.77019,291
752,445,38773.569402,752
765,382,38780.160203,765
238,902,38795.278385,238
755,434,38802.198413,755
796,477,38810.436955,796
90,997,38826.887866,90
1,211,38830.84309,1
742,495,38839.260018,742
6,105,38841.212373,6
5,114,38843.32882,5
3,161,38845.951911,3
2,16,38846.150007,2
736,529,38855.046107,736
241,516,38863.752204,241
240,775,38876.63852,240
241,406,38883.237448,241
754,439,38891.204722,754
263,313,38896.162116,263
290,479,38904.476542,290
771,353,38910.739092,771
155,307,38915.745157,155
238,382,38922.177227,238
232,399,38928.935172,232
243,509,38937.376395,243
235,635,38948.251978,235
743,494,38956.764425,743
188,294,38961.478194,188
220,416,38969.080567,220
194,393,38975.697776,194
241,513,38984.350235,241
291,796,38997.407873,291
748,466,39005.368616,748
665,882,39020.486388,665
733,793,39033.772706,733
215,600,39043.47052,215
275,550,39053.526576,275
338,696,39065.071069,338
341,539,39073.993291,341
214,778,39087.330285,214
223,374,39093.74762,223
242,436,39101.524555,242
236,535,39110.317525,236
211,689,39121.487212,211
339,538,39130.965444,339
389,623,39140.861398,389
287,867,39156.20452,287
288,1042,39173.792659,288
730,558,39183.624541,730
237,1231,39204.020144,237
751,450,39211.95146,751
222,340,39217.075734,222
767,620,39227.635998,767
241,611,39238.174331,241
192,292,39242.840006,192
265,368,39249.253977,265
767,370,39255.611226,767
163,203,39259.335395,163
762,398,39265.858005,762
723,843,39279.474663,723
240,530,39289.089633,240
281,492,39296.903293,281
691,750,39309.511839,691
730,555,39319.338435,730
768,365,39324.848657,768
739,511,39333.359764,739
240,379,39339.709502,240
285,524,39348.449897,285
735,532,39357.857563,735
744,489,39365.430572,744
747,724,39378.00192,747
733,543,39386.976275,733
685,784,39400.1181,685
802,448,39407.846006,802
241,478,39416.134452,241
241,439,39423.153741,241
815,382,39429.680082,815
486,2026,39464.252786,486
52,1490,39490.545346,52
5,49,39491.096704,5
5,124,39493.392596,5
5,101,39495.289999,5
4,137,39497.60403,4
31,786,39511.137502,31
281,462,39519.190608,281
192,1322,39541.681403,192
684,787,39554.939337,684
238,564,39564.195258,238
290,861,39578.667616,290
233,458,39586.823508,233
716,628,39597.290418,716
224,496,39605.676622,224
238,698,39616.991055,238
241,851,39631.198356,241
341,468,39638.408969,341
241,862,39652.506219,241
227,938,39667.34227,227
291,909,39681.837276,291
694,987,39698.709818,694
338,623,39709.194249,338
721,600,39719.205217,721
270,452,39726.416468,270
291,1071,39744.343533,291
225,704,39755.731756,225
238,533,39764.562483,238
758,419,39772.244563,758
703,690,39783.479587,703
758,415,39790.381763,758
291,747,39802.823419,291
219,356,39808.836124,219
692,748,39821.081497,692
819,364,39826.442718,819
233,494,39834.611567,233
780,558,39844.090833,780
235,413,39850.571754,235
766,378,39856.91616,766
762,396,39863.346358,762
235,394,39869.79155,235
242,385,39876.162524,242
800,455,40021.812444,800
814,385,40028.163977,814
240,433,40035.048148,240
274,323,40040.636896,274
207,284,40045.234771,207
783,540,40054.03726,783
274,1205,40073.392693,274
119,372,40079.690608,119
291,788,40092.194501,291
809,414,40099.519987,809
74,1108,40117.23088,74
22,451,40124.681993,22
148,674,40135.970671,148
40,1126,40155.574495,40
31,1719,40184.612882,31
35,189,40188.075079,35
29,594,40197.959884,29
35,373,40204.413326,35
39,354,40210.663006,39
306,361,40216.70364,306
700,705,40227.891167,700
231,818,40241.857269,231
291,1124,40260.526156,291
796,477,40267.872798,796
277,392,40274.548568,277
226,378,40281.006855,226
214,326,40286.902378,214
236,394,40293.350754,236
241,743,40305.596149,241
237,859,40319.929398,237
284,374,40325.408715,284
291,466,40333.501296,291
241,580,40343.099972,241
291,760,40355.980934,291
241,758,40367.969591,241
239,474,40376.133698,239
221,272,40380.556015,221
738,519,40389.252284,738
241,752,40402.002095,241
751,703,40414.224003,751
761,402,40420.965214,761
773,593,40430.456739,773
544,1485,40455.588645,544
238,404,40462.285,238
801,452,40470.442634,801
277,321,40475.690903,277
235,508,40484.351857,235
239,797,40497.587108,239
238,624,40508.225299,238
749,462,40516.355218,749
288,365,40522.727266,288
239,892,40537.867213,239
228,364,40544.326896,228
745,481,40551.851336,745
240,618,40562.517154,240
862,398,40569.295596,862
849,463,40577.489291,849
241,936,40592.915463,241
218,278,40597.561058,218
770,355,40603.71694,770
823,340,40609.674144,823
195,446,40616.931918,195
237,411,40624.491915,237
859,413,40631.205683,859
692,748,40643.88216,692
763,393,40650.753338,763
265,302,40655.65552,265
739,511,40664.374488,739
797,470,40672.545184,797
816,379,40679.073468,816
820,355,40684.633894,820
774,336,40690.608626,774
811,403,40697.397198,811
745,480,40705.713116,745
763,390,40712.208481,763
760,409,40718.932761,760
289,420,40726.080116,289
291,531,40735.619999,291
736,529,40744.598916,736
290,414,40751.442256,290
797,470,40759.826891,797
763,390,40766.419647,763
804,435,40773.614202,804
698,965,40790.55464,698
291,429,40797.632625,291
229,326,40803.624634,229
236,378,40810.219597,236
793,490,40817.888644,793
131,341,40824.109316,131
704,689,40835.710139,704
856,427,40843.527768,856
281,614,40854.208756,281
739,513,40862.823939,739
115,766,40876.254922,115
137,1059,40894.511598,137
331,668,40905.88076,331
855,431,40913.060016,855
341,906,40928.740521,341
761,400,40936.416379,761
286,669,40947.667597,286
289,769,40961.027789,289
742,496,40969.815539,742
805,433,40976.963721,805
235,479,40985.325997,235
787,522,40994.150322,787
727,570,41003.634036,727
797,470,41012.009624,797
272,312,41016.931006,272
179,236,41021.140579,179
283,607,41031.999204,283
110,914,41047.939088,110
229,368,41054.306233,229
255,868,41069.777829,255
54,500,41078.682775,54
62,474,41086.515745,62
285,709,41098.776967,285
236,498,41107.321541,236
219,1217,41127.970857,219
240,478,41136.519791,240
596,1226,41158.20888,596
730,807,41172.055079,730
287,550,41181.292191,287
234,552,41191.069389,234
237,849,41204.840223,237
645,983,41221.681579,645
240,416,41228.510257,240
287,523,41237.445681,287
812,396,41244.092842,812
857,672,41255.725229,857
183,307,41260.455259,183
730,558,41269.134747,730
707,672,41280.300777,707
240,521,41288.568288,240
278,275,41292.886542,278
748,465,41299.797855,748
290,394,41306.811097,290
708,667,41317.342743,708
240,832,41330.245694,240
757,423,41337.455431,757
816,379,41343.737134,816
702,698,41354.85862,702
706,677,41365.485318,706
202,1243,41387.11691,202
741,500,41395.730098,741
241,452,41402.827557,241
756,677,41414.807273,756
230,356,41420.368184,230
287,487,41428.830473,287
764,387,41435.626628,764
249,256,41440.050958,249
784,537,41449.763754,784
758,418,41456.699497,758
762,649,41467.637811,762
237,375,41474.201636,237
761,404,41480.848823,761
763,393,41487.571089,763
241,378,41494.125717,241
820,359,41500.470694,820
238,421,41507.528049,238
236,459,41515.689771,236
239,648,41526.857311,239
286,888,41542.46889,286
728,569,41551.899313,728
800,455,41559.878335,800
31,251,41564.350482,31
288,869,41578.724138,288
743,493,41587.207646,743
200,470,41595.608317,200
289,326,41600.781166,289
824,335,41606.867319,824
241,1018,41624.14918,241
290,394,41630.855611,290
745,481,41639.116916,745
770,356,41645.398448,770
236,513,41654.081371,236
757,424,41661.099851,757
749,462,41669.28287,749
291,753,41681.647921,291
238,573,41691.955298,238
241,433,41699.087561,241
757,424,41706.957087,757
761,402,41713.610413,761
767,373,41720.160804,767
236,320,41725.220271,236
240,487,41733.736065,240
771,351,41739.957558,771
758,415,41746.870784,758
241,429,41753.867539,241
321,454,41762.036407,321
4,491,41770.791993,4
44,589,41780.679664,44
63,384,41787.28196,63
241,601,41797.500311,241
190,238,41801.58221,190
726,577,41811.27192,726
718,615,41822.120044,718
712,647,41833.171018,712
336,602,41843.628853,336
241,498,41852.406369,241
283,532,41861.20347,283
748,468,41869.373727,748
290,828,41882.881546,290
794,489,41891.317018,794
290,618,41901.975094,290
288,433,41909.139519,288
240,402,41915.939843,240
238,448,41924.077434,238
730,555,41933.155309,730
210,457,41941.430689,210
781,554,41950.797606,781
291,621,41961.460313,291
290,442,41968.655668,290
814,388,41975.083282,814
239,398,41981.787904,239
240,932,41997.924671,240
290,432,42005.001067,290
281,412,42011.953774,281
283,421,42019.533732,283
267,666,42030.753561,267
233,589,42040.289509,233
280,568,42050.319404,280
42,356,42056.796742,42
235,327,42061.966623,235
240,514,42070.978781,240
290,468,42079.32859,290
291,405,42086.106026,291
766,378,42092.615111,766
288,481,42101.092728,288
815,384,42107.658564,815
240,638,42118.372099,240
241,528,42127.099777,241
719,611,42137.571225,719
772,349,42142.920299,772
745,482,42151.088775,745
237,361,42157.294138,237
238,361,42163.487486,238
241,735,42175.143494,241
290,374,42181.550994,290
818,367,42187.852805,818
108,747,42200.935191,108
124,945,42217.737342,124
241,520,42226.600029,241
109,265,42231.143556,109
30,839,42245.365504,30
0,65,42246.998466,0
0,39,42247.430624,0
0,58,42248.213891,0
0,72,42249.787327,0
0,49,42250.476614,0
96,668,42262.747397,96
240,430,42269.878321,240
715,630,42280.654577,715
248,740,42293.283128,248
291,586,42302.766964,291
806,426,42310.289815,806
240,508,42318.782728,240
285,534,42327.652143,285
735,534,42336.586155,735
761,402,42343.202503,761
237,847,42357.760427,237
241,780,42370.809396,241
239,481,42379.191201,239
238,512,42387.93481,238
288,445,42395.108212,288
711,650,42406.091597,711
238,1218,42427.137241,238
232,685,42438.368863,232
80,333,42444.30494,80
228,459,42451.928642,228
238,568,42462.129062,238
225,642,42473.304403,225
66,965,42489.931965,66
48,359,42496.477588,48
63,948,42512.817095,63
70,1521,42539.374444,70
39,449,42547.576818,39
64,1389,42571.890124,64
69,763,42585.292459,69
76,273,42589.998463,76
63,989,42606.768613,63
181,562,42617.068104,181
227,748,42630.347764,227
229,556,42639.827125,229
287,709,42652.29677,287
239,574,42661.651954,239
341,1225,42683.160921,341
235,584,42692.75785,235
706,675,42704.198448,706
241,685,42716.512347,241
236,415,42723.503878,236
237,447,42730.751276,237
228,535,42740.441368,228
228,445,42747.876736,228
230,456,42756.245358,230
724,835,42770.036428,724
233,440,42778.033509,233
201,373,42784.481774,201
291,823,42798.414941,291
290,623,42809.116894,290
754,438,42816.215809,754
823,342,42822.132401,823
341,486,42830.584935,341
821,352,42836.761101,821
764,385,42843.431026,764
770,359,42848.934509,770
765,381,42855.59258,765
774,337,42861.630883,774
234,397,42868.332983,234
733,543,42877.557782,733
228,444,42885.696456,228
26,1022,42903.896799,26
12,1596,42931.961267,12
123,458,42940.580692,123
833,540,42949.965861,833
761,402,42956.715473,761
234,457,42964.801306,234
239,762,42978.067995,239
235,770,42991.437323,235
75,1470,43016.586834,75
211,915,43032.306658,211
291,822,43047.015498,291
36,1141,43067.781562,36
30,887,43083.849633,30
20,266,43088.589986,20
17,59,43089.4594,17
286,1339,43114.112286,286
279,526,43123.379272,279
214,961,43140.248275,214
93,587,43151.112922,93
87,1116,43170.525585,87
81,157,43173.920466,81
107,759,43187.66989,107
266,492,43195.608685,266
219,548,43205.857846,219
241,854,43220.062231,241
752,446,43228.303246,752
240,636,43239.32331,240
240,752,43252.245825,240
285,429,43259.463956,285
230,353,43265.665852,230
208,753,43278.848142,208
290,530,43287.975484,290
211,393,43294.946996,211
283,579,43305.212744,283
290,590,43315.100527,290
290,437,43322.861919,290
240,499,43330.958156,240
754,435,43338.896929,754
758,415,43345.986563,758
603,1192,43366.389433,603
237,364,43372.946546,237
241,548,43383.122025,241
340,570,43392.827195,340
75,365,43399.584903,75
151,226,43403.808099,151
197,580,43413.606897,197
239,459,43421.880197,239
220,324,43427.061552,220
239,453,43435.315106,239
291,440,43442.741379,291
758,419,43449.968987,758
211,243,43454.325032,211
236,418,43462.194613,236
801,451,43469.610769,801
241,487,43478.182934,241
238,358,43484.54923,238
241,699,43496.24855,241
241,755,43509.294715,241
290,352,43515.627143,290
235,395,43522.397295,235
240,661,43533.783094,240
241,1054,43551.802615,241
241,1048,43570.371853,241
282,345,43575.729716,282
231,557,43586.233306,231
239,466,43594.007975,239
234,650,43605.411907,234
236,668,43617.523298,236
238,500,43625.654243,238
339,657,43637.370841,339
288,516,43646.156184,288
240,602,43656.090942,240
228,283,43661.510639,228
241,746,43673.644483,241
236,918,43690.16758,236
230,985,43706.960507,230
271,278,43711.649259,271
286,921,43728.011016,286
695,983,43744.528536,695
239,524,43753.601567,239
241,1401,43777.653574,241
235,466,43786.319653,235
791,750,43799.539534,791
241,598,43809.463058,241
689,764,43822.564404,689
288,852,43837.508944,288
241,832,43851.90378,241
240,550,43861.053303,240
226,631,43872.216544,226
338,882,43887.412175,338
791,754,43900.38431,791
694,737,43912.454281,694
278,323,43918.579931,278
271,281,43923.448536,271
290,749,43936.379127,290
94,424,43943.689541,94
181,543,43953.011782,181
340,1115,43972.842151,340
237,478,43981.404277,237
777,570,43991.182804,777
791,503,44000.020705,791
231,309,44005.902344,231
267,251,44010.504423,267
286,295,44015.446161,286
236,294,44020.316112,236
281,317,44026.310483,281
338,442,44033.535372,338
740,508,44042.313157,740
767,622,44052.887293,767
288,367,44059.197072,288
804,437,44066.314135,804
275,300,44071.895661,275
824,339,44077.343379,824
203,816,44091.986421,203
234,316,44097.089313,234
285,385,44103.721091,285
755,433,44111.605288,755
755,434,44118.667337,755
240,361,44125.024492,240
714,639,44136.020989,714
236,356,44142.343674,236
235,652,44153.561685,235
803,444,44160.700797,803
291,510,44169.313275,291
288,608,44179.743263,288
772,599,44190.334949,772
754,436,44197.35666,754
765,384,44203.898737,765
291,505,44212.498321,291
736,525,44221.469905,736
764,385,44227.964708,764
240,510,44236.727234,240
291,659,44247.792506,291
212,636,44258.974304,212
278,361,44265.404142,278
240,395,44272.144475,240
807,421,44278.951185,807
291,575,44287.197546,291
240,480,44294.303193,240
